wavelength;0.00 sec;10.00 sec;20.00 sec;30.00 sec;40.00 sec;50.00 sec;60.00 sec;70.00 sec;80.00 sec;90.00 sec;100.00 sec;110.00 sec;120.00 sec;130.00 sec;140.00 sec;150.00 sec;160.00 sec;170.00 sec;180.00 sec;190.00 sec;200.00 sec;210.00 sec;220.00 sec;230.00 sec;240.00 sec;250.00 sec;260.00 sec;270.00 sec;280.00 sec;290.00 sec;300.00 sec;310.00 sec;320.00 sec;330.00 sec;340.00 sec;350.00 sec;360.00 sec;370.00 sec;380.00 sec;390.00 sec;400.00 sec;410.00 sec;420.00 sec;430.00 sec;440.00 sec;450.00 sec;460.00 sec;470.00 sec;480.00 sec;490.00 sec;500.00 sec;510.00 sec;520.00 sec;530.00 sec;540.00 sec;550.00 sec;560.00 sec;570.00 sec;580.00 sec;590.00 sec;600.00 sec
329.500000;0.292252;0.290737;0.289923;0.288588;0.286749;0.286560;0.284454;0.283660;0.282539;0.281040;0.280442;0.279160;0.278741;0.277844;0.276220;0.275403;0.274666;0.273656;0.273136;0.272010;0.271292;0.270956;0.270390;0.269690;0.268945;0.268055;0.267593;0.266896;0.266415;0.265813;0.264970;0.265008;0.263858;0.263694;0.262627;0.261722;0.261453;0.261496;0.260115;0.260171;0.260013;0.259653;0.258945;0.258090;0.258325;0.256751;0.256300;0.255902;0.255209;0.255208;0.254265;0.254243;0.254260;0.253640;0.252567;0.252881;0.252212;0.251587;0.251810;0.250721;0.251053
330.000000;0.293319;0.291921;0.291010;0.290007;0.288209;0.288038;0.286218;0.284898;0.284047;0.282933;0.282072;0.280660;0.280187;0.279491;0.277913;0.276866;0.276164;0.275018;0.274209;0.273863;0.272848;0.272591;0.271966;0.271047;0.270704;0.269663;0.268821;0.268493;0.267968;0.267078;0.266733;0.266665;0.265065;0.265293;0.264054;0.263623;0.262635;0.263318;0.261636;0.261587;0.261267;0.261305;0.260644;0.259887;0.259871;0.258339;0.257810;0.257247;0.257165;0.256660;0.256167;0.256158;0.255809;0.254812;0.254534;0.254775;0.254223;0.253298;0.253469;0.252614;0.252690
330.500000;0.294519;0.293596;0.291655;0.291064;0.289989;0.288520;0.287652;0.286402;0.285649;0.284801;0.284034;0.282650;0.281440;0.281267;0.279455;0.278595;0.277395;0.276605;0.275869;0.275524;0.274771;0.273567;0.272977;0.272367;0.272217;0.271236;0.270210;0.269798;0.270207;0.269041;0.268503;0.267626;0.267241;0.266507;0.266203;0.265493;0.264090;0.265132;0.263244;0.263013;0.263092;0.262493;0.262033;0.261560;0.260860;0.260286;0.260214;0.259071;0.259717;0.258644;0.258303;0.257925;0.257689;0.256033;0.256383;0.256463;0.255674;0.255649;0.254972;0.254365;0.254349
331.000000;0.296111;0.294826;0.292837;0.292679;0.291059;0.289681;0.288437;0.287432;0.286865;0.286001;0.284972;0.283756;0.282399;0.282394;0.280678;0.279912;0.278581;0.278405;0.277118;0.276455;0.275972;0.274298;0.274550;0.273704;0.273300;0.272526;0.271528;0.271291;0.271855;0.271097;0.270125;0.268636;0.269160;0.267827;0.267622;0.267036;0.265935;0.266166;0.265182;0.264656;0.264651;0.264048;0.263510;0.263021;0.262238;0.262005;0.261716;0.260652;0.261527;0.260243;0.259876;0.259505;0.259507;0.258109;0.257497;0.258041;0.257020;0.257669;0.256220;0.256289;0.256198
331.500000;0.297412;0.295680;0.294303;0.294339;0.291783;0.291194;0.289223;0.288413;0.287808;0.286728;0.285322;0.284417;0.283440;0.283210;0.281792;0.281068;0.279908;0.279856;0.278239;0.277254;0.277052;0.275432;0.276484;0.275066;0.274383;0.273815;0.272769;0.273001;0.272788;0.272620;0.271483;0.270155;0.270446;0.269289;0.268570;0.268403;0.267812;0.266905;0.266840;0.266439;0.265968;0.265686;0.264870;0.264502;0.264055;0.263443;0.262819;0.261900;0.262665;0.261485;0.260992;0.260932;0.260961;0.260209;0.258655;0.259473;0.258476;0.259012;0.257730;0.257948;0.257847
332.000000;0.297663;0.296632;0.295265;0.295020;0.292976;0.291916;0.290724;0.290022;0.288804;0.287553;0.286249;0.285681;0.284877;0.284458;0.283073;0.282516;0.281426;0.280472;0.279873;0.278789;0.278964;0.277365;0.277948;0.276377;0.275928;0.275421;0.274051;0.274634;0.273562;0.273300;0.272599;0.272209;0.271349;0.270682;0.269999;0.269866;0.269224;0.268273;0.267539;0.268089;0.267487;0.266755;0.265823;0.266237;0.265835;0.264839;0.264792;0.263112;0.263844;0.262898;0.262149;0.262257;0.262006;0.261131;0.260877;0.260721;0.260045;0.259883;0.259955;0.258834;0.258833
332.500000;0.297990;0.297334;0.295781;0.295173;0.293943;0.292380;0.291813;0.291185;0.289636;0.288572;0.287556;0.286697;0.285734;0.285844;0.284231;0.283330;0.282783;0.281273;0.280989;0.280365;0.280091;0.279112;0.278882;0.277377;0.277137;0.276604;0.275402;0.275823;0.274522;0.273967;0.273924;0.273952;0.272382;0.271966;0.271429;0.271176;0.270244;0.269943;0.268310;0.269270;0.269141;0.267820;0.267173;0.267829;0.267253;0.266264;0.266383;0.264510;0.264909;0.264627;0.263226;0.263455;0.263281;0.262028;0.262906;0.262090;0.261609;0.261011;0.261729;0.259970;0.259692
333.000000;0.298878;0.297535;0.296255;0.295234;0.294283;0.293098;0.292032;0.291412;0.290135;0.289473;0.288659;0.287176;0.285812;0.286851;0.285008;0.283305;0.283603;0.282616;0.281247;0.281357;0.279808;0.279971;0.279439;0.278155;0.277574;0.277026;0.276683;0.276485;0.275736;0.275085;0.275376;0.274869;0.273745;0.273057;0.272463;0.272062;0.271143;0.271364;0.269759;0.270015;0.270567;0.269125;0.268957;0.268859;0.268254;0.267592;0.266947;0.266104;0.265828;0.266378;0.264228;0.264590;0.264927;0.263628;0.263840;0.263559;0.262967;0.262642;0.262583;0.261751;0.260801
333.500000;0.299131;0.297437;0.297192;0.295058;0.294585;0.293852;0.292597;0.291732;0.290401;0.289558;0.288955;0.288297;0.286507;0.287064;0.285418;0.283798;0.283684;0.283284;0.281951;0.281870;0.279967;0.280269;0.279803;0.279310;0.277852;0.277370;0.277545;0.277002;0.276897;0.276096;0.275922;0.275324;0.275017;0.273760;0.273372;0.272462;0.272240;0.272174;0.271138;0.270927;0.271184;0.269960;0.269699;0.269186;0.269132;0.268469;0.267723;0.267590;0.267040;0.267370;0.265553;0.265850;0.266079;0.265083;0.264273;0.264498;0.263887;0.264046;0.263711;0.263042;0.261906
334.000000;0.298408;0.296915;0.297527;0.294530;0.294525;0.293989;0.292890;0.291717;0.290284;0.288960;0.288662;0.288993;0.287164;0.286510;0.285220;0.284464;0.283402;0.283129;0.282782;0.281820;0.280632;0.280260;0.279977;0.279917;0.278080;0.277684;0.277775;0.277332;0.277418;0.276440;0.275520;0.275276;0.275574;0.274077;0.273887;0.272563;0.272987;0.272550;0.271643;0.271803;0.271029;0.270092;0.269760;0.269156;0.269725;0.268806;0.268666;0.268485;0.268021;0.267578;0.266810;0.266755;0.266532;0.265873;0.264717;0.264779;0.264523;0.264698;0.264761;0.263654;0.262909
